Symbol,TradeDate,Datetime,Open,High,Low,Close,Volume,MinuteChangePct,IsDrasticMoment
ADANIENT,2024-06-04,2024-06-04T09:35:00+05:30,3316.800000,3348.000000,3316.800000,3347.750000,91337,1.111463,false
ADANIENT,2024-06-04,2024-06-04T09:36:00+05:30,3346.550000,3348.700000,3322.800000,3333.900000,86316,-0.413711,false
ADANIENT,2024-06-04,2024-06-04T09:37:00+05:30,3330.050000,3347.050000,3326.000000,3344.100000,61330,0.305948,false
ADANIENT,2024-06-04,2024-06-04T09:38:00+05:30,3346.000000,3349.600000,3339.500000,3345.000000,80446,0.026913,false
ADANIENT,2024-06-04,2024-06-04T09:39:00+05:30,3344.950000,3348.400000,3329.000000,3343.400000,69284,-0.047833,false
ADANIENT,2024-06-04,2024-06-04T09:40:00+05:30,3343.000000,3343.000000,3314.000000,3314.000000,69375,-0.879344,false
ADANIENT,2024-06-04,2024-06-04T09:41:00+05:30,3315.000000,3333.200000,3310.000000,3316.100000,65510,0.063368,false
ADANIENT,2024-06-04,2024-06-04T09:42:00+05:30,3317.350000,3319.300000,3306.400000,3308.750000,74806,-0.221646,false
ADANIENT,2024-06-04,2024-06-04T09:43:00+05:30,3310.700000,3310.700000,3303.000000,3308.700000,66904,-0.001511,false
ADANIENT,2024-06-04,2024-06-04T09:44:00+05:30,3307.150000,3307.950000,3280.750000,3280.750000,319075,-0.844743,false
ADANIENT,2024-06-04,2024-06-04T09:45:00+05:30,3280.750000,3301.250000,3280.750000,3301.250000,271878,0.624857,false
ADANIENT,2024-06-04,2024-06-04T09:46:00+05:30,3297.000000,3311.900000,3290.100000,3311.900000,130133,0.322605,false
ADANIENT,2024-06-04,2024-06-04T09:47:00+05:30,3310.500000,3318.950000,3302.000000,3318.000000,94639,0.184184,false
ADANIENT,2024-06-04,2024-06-04T09:48:00+05:30,3319.950000,3350.550000,3319.950000,3349.800000,145284,0.958409,false
ADANIENT,2024-06-04,2024-06-04T09:49:00+05:30,3346.750000,3348.800000,3337.000000,3347.000000,106129,-0.083587,false
ADANIENT,2024-06-04,2024-06-04T09:50:00+05:30,3347.800000,3364.000000,3338.050000,3364.000000,113336,0.507918,false
ADANIENT,2024-06-04,2024-06-04T09:51:00+05:30,3364.000000,3389.000000,3362.000000,3388.100000,110785,0.716409,false
ADANIENT,2024-06-04,2024-06-04T09:52:00+05:30,3385.600000,3388.050000,3356.050000,3361.500000,70701,-0.785101,false
ADANIENT,2024-06-04,2024-06-04T09:53:00+05:30,3365.900000,3389.000000,3361.250000,3387.100000,59252,0.761565,false
ADANIENT,2024-06-04,2024-06-04T09:54:00+05:30,3386.850000,3408.700000,3383.000000,3408.700000,100176,0.637714,false
ADANIENT,2024-06-04,2024-06-04T09:55:00+05:30,3406.750000,3413.850000,3395.000000,3401.750000,94651,-0.203890,false
ADANIENT,2024-06-04,2024-06-04T09:56:00+05:30,3401.700000,3405.000000,3398.650000,3404.000000,55118,0.066142,false
ADANIENT,2024-06-04,2024-06-04T09:57:00+05:30,3403.850000,3407.000000,3396.100000,3396.750000,68547,-0.212985,false
ADANIENT,2024-06-04,2024-06-04T09:58:00+05:30,3398.350000,3398.350000,3379.250000,3397.650000,83562,0.026496,false
ADANIENT,2024-06-04,2024-06-04T09:59:00+05:30,3396.550000,3415.950000,3394.700000,3415.950000,62464,0.538608,false
ADANIENT,2024-06-04,2024-06-04T10:00:00+05:30,3415.000000,3419.750000,3391.300000,3393.250000,80399,-0.664530,false
